DATE,POS,NAME,TEAM,H/A,OPP,FANDUEL_THREES_LINE,FANDUEL_THREESUNDER,FANDUEL_THREESOVER
2024-12-21,F,LeBron James,Lakers,@,Kings,1.5,132,-170
2024-12-21,F,Jalen Johnson,Hawks,vs,Grizzlies,1.5,-122,-104
2024-12-21,F,Herbert Jones,Pelicans,vs,Knicks,1.5,-164,128
2024-12-21,C,Brook Lopez,Bucks,vs,Wizards,1.5,106,-136
2024-12-21,F,Jaden McDaniels,Timberwolves,vs,Warriors,1.5,-174,136
2024-12-21,G,Dejounte Murray,Pelicans,vs,Knicks,1.5,112,-142
2024-12-21,F,Keegan Murray,Kings,vs,Lakers,1.5,112,-142
2024-12-21,G,Chris Paul,Spurs,vs,Blazers,1.5,-132,104
2024-12-21,F,Taurean Prince,Bucks,vs,Wizards,1.5,-138,108
2024-12-21,F,Julius Randle,Timberwolves,vs,Warriors,1.5,-111,-115
2024-12-21,F,Zaccharie Risacher,Hawks,vs,Grizzlies,1.5,-180,140
2024-12-21,C,Alexandre Sarr,Wizards,@,Bucks,1.5,-180,140
2024-12-21,G,Dennis Schroder,Warriors,@,Timberwolves,1.5,100,-128
2024-12-21,G,Collin Sexton,Jazz,@,Nets,1.5,102,-130
2024-12-21,C,Karl-Anthony Towns,Knicks,@,Pelicans,1.5,142,-184
2024-12-21,C,Nikola Vucevic,Bulls,vs,Celtics,1.5,100,-128
2024-12-21,F,Dean Wade,Cavaliers,vs,76ers,1.5,-166,130
2024-12-21,F,P.J. Washington,Mavericks,vs,Clippers,1.5,-113,-113
2024-12-21,F,Jaylen Wells,Grizzlies,@,Hawks,1.5,-111,-115
2024-12-21,F,Andrew Wiggins,Warriors,@,Timberwolves,1.5,126,-162
2024-12-21,F,Patrick Williams,Bulls,vs,Celtics,1.5,-164,128
2024-12-21,F,Tristan da Silva,Magic,vs,Heat,1.5,-113,-113
