DATE,POS,NAME,TEAM,H/A,OPP,FANDUEL_PTS_LINE,FANDUEL_PTSUNDER,FANDUEL_PTSOVER
2024-12-16,G,James Harden,Clippers,vs,Jazz,22.5,-128,104
2024-12-16,G,Tyler Herro,Heat,@,Pistons,21.5,100,-122
2024-12-16,G,Donovan Mitchell,Cavaliers,@,Nets,22.5,-115,-105
2024-12-16,F,Norman Powell,Clippers,vs,Jazz,22.5,-128,104
2024-12-16,G,Brandon Miller,Hornets,vs,76ers,20.5,-112,-108
2024-12-16,C,Domantas Sabonis,Kings,vs,Nuggets,20.5,-114,-106
2024-12-16,G,Coby White,Bulls,@,Raptors,20.5,-115,-105
2024-12-16,F,Paul George,76ers,@,Hornets,20.5,-110,-110
2024-12-16,F,Cameron Johnson,Nets,vs,Cavaliers,20.5,-124,102
2024-12-16,C,Nikola Vucevic,Bulls,@,Raptors,20.5,-114,-106
2024-12-16,F,Jimmy Butler,Heat,@,Pistons,18.5,-120,-102
2024-12-16,G,Gradey Dick,Raptors,vs,Bulls,19.5,-112,-108
2024-12-16,G,Darius Garland,Cavaliers,@,Nets,18.5,-110,-110
2024-12-16,F,Lauri Markkanen,Jazz,@,Clippers,18.5,-120,-102
2024-12-16,G,Jamal Murray,Nuggets,@,Kings,18.5,-120,-102
2024-12-16,F,Michael Porter,Nuggets,@,Kings,17.5,102,-124
2024-12-16,C,Bam Adebayo,Heat,@,Pistons,17.5,-114,-106
2024-12-16,G,Malik Monk,Kings,vs,Nuggets,17.5,-120,-102
2024-12-16,C,Jakob Poeltl,Raptors,vs,Bulls,17.5,-122,100
2024-12-16,F,John Collins,Jazz,@,Clippers,16.5,-118,-104
2024-12-16,F,Evan Mobley,Cavaliers,@,Nets,15.5,104,-128
2024-12-16,G,Keyonte George,Jazz,@,Clippers,14.5,-112,-108
2024-12-16,G,Josh Giddey,Bulls,@,Raptors,14.5,-112,-108
2024-12-16,C,Ivica Zubac,Clippers,vs,Jazz,15.5,-124,102
2024-12-16,F,Miles Bridges,Hornets,vs,76ers,13.5,-108,-112
2024-12-16,F,Ayo Dosunmu,Bulls,@,Raptors,14.5,-114,-106
2024-12-16,F,Aaron Gordon,Nuggets,@,Kings,13.5,-118,-104
2024-12-16,G,Kelly Oubre,76ers,@,Hornets,14.5,-120,-102
2024-12-16,G,Collin Sexton,Jazz,@,Clippers,14.5,-132,108
2024-12-16,C,Jarrett Allen,Cavaliers,@,Nets,12.5,-118,-104
2024-12-16,G,Malik Beasley,Pistons,vs,Heat,13.5,-108,-112
2024-12-16,F,Keegan Murray,Kings,vs,Nuggets,12.5,-120,-102
2024-12-16,G,Christian Braun,Nuggets,@,Kings,12.5,-110,-110
2024-12-16,C,Nic Claxton,Nets,vs,Cavaliers,10.5,-106,-114
2024-12-16,G,Duncan Robinson,Heat,@,Pistons,10.5,102,-124
2024-12-16,F,Ochai Agbaji,Raptors,vs,Bulls,10.5,-115,-105
2024-12-16,C,Andre Drummond,76ers,@,Hornets,10.5,-105,-114
2024-12-16,C,Jalen Duren,Pistons,vs,Heat,9.5,-122,100
2024-12-16,F,Dorian Finney-Smith,Nets,vs,Cavaliers,10.5,-128,104
2024-12-16,F,Tim Hardaway,Pistons,vs,Heat,9.5,-120,-102
2024-12-16,G,Keon Johnson,Nets,vs,Cavaliers,10.5,-110,-110
2024-12-16,C,Walker Kessler,Jazz,@,Clippers,10.5,-128,104
2024-12-16,F,KJ Martin,76ers,@,Hornets,8.5,102,-124
2024-12-16,F,Jonathan Mogbo,Raptors,vs,Bulls,9.5,-110,-110
2024-12-16,F,Josh Green,Hornets,vs,76ers,7.5,-122,100
2024-12-16,C,Mark Williams,Hornets,vs,76ers,8.5,-122,100
2024-12-16,G,Kris Dunn,Clippers,vs,Jazz,7.5,-124,102
2024-12-16,F,Haywood Highsmith,Heat,@,Pistons,6.5,-108,-112
2024-12-16,F,Isaac Okoro,Cavaliers,@,Nets,6.5,-122,100
2024-12-16,G,Ben Simmons,Nets,vs,Cavaliers,5.5,-108,-112
